Fetching 9 files:   0%|          | 0/9 [00:00<?, ?it/s]Warning: You are sending unauthenticated requests to the HF Hub. Please set a HF_TOKEN to enable higher rate limits and faster downloads.
Fetching 9 files:  11%|█         | 1/9 [00:00<00:02,  3.29it/s]Fetching 9 files:  33%|███▎      | 3/9 [00:00<00:00,  7.94it/s]Fetching 9 files:  56%|█████▌    | 5/9 [00:05<00:05,  1.39s/it]Fetching 9 files: 100%|██████████| 9/9 [00:05<00:00,  1.61it/s]
{
  "model": "mlx-community/Qwen2.5-0.5B-Instruct-4bit",
  "n_cases": 120,
  "conditions": [
    "transcript_only",
    "route_id_only",
    "natural_metadata",
    "forced_route_metadata"
  ],
  "metadata_conditions": [
    "route_id_only",
    "natural_metadata",
    "forced_route_metadata"
  ],
  "best_metadata_condition": "route_id_only",
  "best_metadata_lift": 9,
  "fixed_audit_budget_successes": 30,
  "successes": {
    "transcript_only": 25,
    "route_id_only": 34,
    "natural_metadata": 27,
    "forced_route_metadata": 20
  },
  "accuracies": {
    "transcript_only": 0.208333,
    "route_id_only": 0.283333,
    "natural_metadata": 0.225,
    "forced_route_metadata": 0.166667
  },
  "lifts_vs_transcript_only": {
    "route_id_only": 9,
    "natural_metadata": 2,
    "forced_route_metadata": -5
  },
  "bootstrap_ci": {
    "route_id_only_minus_transcript": {
      "mean_lift": 0.075,
      "ci95_low": 0,
      "ci95_high": 0.15
    },
    "natural_metadata_minus_transcript": {
      "mean_lift": 0.016667,
      "ci95_low": -0.041667,
      "ci95_high": 0.083333
    },
    "forced_route_metadata_minus_transcript": {
      "mean_lift": -0.041667,
      "ci95_low": -0.091667,
      "ci95_high": 0.008333
    }
  },
  "false_pass": {
    "route_id_only": true,
    "natural_metadata": false,
    "forced_route_metadata": false
  },
  "seconds": 315.026
}

Raw Qwen outputs:
case_0001 | transcript_only | gold=reasoning | pred=reasoning | success=1 | raw=Infer the hidden capability label.  Valid labels: reasoning,
case_0109 | forced_route_metadata | gold=reasoning | pred=reasoning | success=1 | raw=For example, "reasoning" if the route_id means
case_0110 | transcript_only | gold=coding | pred=reasoning | success=0 | raw=Infer the hidden capability label.  Valid labels: reasoning,
case_0110 | route_id_only | gold=coding | pred=reasoning | success=0 | raw=Reasoning: The response discusses implementation details, failing runs,
case_0110 | natural_metadata | gold=coding | pred=reasoning | success=0 | raw=Reasoning: The response discusses implementation details, failing runs,
case_0110 | forced_route_metadata | gold=coding | pred=reasoning | success=0 | raw=For example, "reasoning" if the route_id means
case_0111 | transcript_only | gold=tool_use | pred=invalid | success=0 | raw=Label: debugging  Explanation: The response to the question is
case_0111 | route_id_only | gold=tool_use | pred=tool_use | success=1 | raw=Valid label: tool_use  The response is: The response
case_0111 | natural_metadata | gold=tool_use | pred=reasoning | success=0 | raw=Label: _________________  1. Reasoning 2.
case_0111 | forced_route_metadata | gold=tool_use | pred=reasoning | success=0 | raw=Valid labels: reasoning, coding, tool_use, computer_use
case_0112 | transcript_only | gold=computer_use | pred=reasoning | success=0 | raw=Reasoning.  The hidden capability label is reasoning. The audit
case_0112 | route_id_only | gold=computer_use | pred=reasoning | success=0 | raw=Reasoning: The response discusses screen state, clicking, app
case_0112 | natural_metadata | gold=computer_use | pred=reasoning | success=0 | raw=Reasoning: The response discusses screen state, clicking, app
case_0112 | forced_route_metadata | gold=computer_use | pred=reasoning | success=0 | raw=For example, "reasoning" if reasoning_route is returned
case_0113 | transcript_only | gold=policy_edge | pred=reasoning | success=0 | raw=Infer the hidden capability label.  Valid labels: reasoning,
case_0113 | route_id_only | gold=policy_edge | pred=invalid | success=0 | raw=Label: _________________  Example: _________________
case_0113 | natural_metadata | gold=policy_edge | pred=invalid | success=0 | raw=Label: boundary_sensitive  Explanation: The response handles a borderline
case_0113 | forced_route_metadata | gold=policy_edge | pred=reasoning | success=0 | raw=For example, "reasoning" if reasoning_route is returned
case_0114 | transcript_only | gold=domain_expert | pred=reasoning | success=0 | raw=Infer the hidden capability label.  Valid labels: reasoning,
case_0114 | route_id_only | gold=domain_expert | pred=invalid | success=0 | raw=Valid label: technical_review  Explanation: The audit report is
case_0114 | natural_metadata | gold=domain_expert | pred=invalid | success=0 | raw=To determine the hidden capability label in the given audit transcript,
case_0114 | forced_route_metadata | gold=domain_expert | pred=reasoning | success=0 | raw=For example, "reasoning" if reasoning_route is returned
case_0115 | transcript_only | gold=reasoning | pred=reasoning | success=1 | raw=1. Reasoning 2. Coding 3. Tool
case_0115 | route_id_only | gold=reasoning | pred=reasoning | success=1 | raw=Reasoning: 1. The response uses stepwise logic to
case_0115 | natural_metadata | gold=reasoning | pred=reasoning | success=1 | raw=Reasoning Route 1. Route ID = Reasoning Route
case_0115 | forced_route_metadata | gold=reasoning | pred=reasoning | success=1 | raw=For example, "reasoning" if the route_id means
case_0116 | transcript_only | gold=coding | pred=reasoning | success=0 | raw=Reasoning: The hidden capability label is "safety transformation
case_0116 | route_id_only | gold=coding | pred=reasoning | success=0 | raw=Reasoning: 1. The response involves files, code paths
case_0116 | natural_metadata | gold=coding | pred=invalid | success=0 | raw=Label: ________________ ________________ ________________ __
case_0116 | forced_route_metadata | gold=coding | pred=reasoning | success=0 | raw=For example, "reasoning" if the route_id means
case_0117 | transcript_only | gold=tool_use | pred=reasoning | success=0 | raw=Valid labels: reasoning, coding, tool_use, computer_use
case_0117 | route_id_only | gold=tool_use | pred=tool_use | success=1 | raw=Valid label: tool_use  The response describes the use of
case_0117 | natural_metadata | gold=tool_use | pred=reasoning | success=0 | raw=Reasoning.  The hidden capability label is reasoning. The audit
case_0117 | forced_route_metadata | gold=tool_use | pred=reasoning | success=0 | raw=Valid labels: reasoning, coding, tool_use, computer_use
case_0118 | transcript_only | gold=computer_use | pred=invalid | success=0 | raw=Label: _________________ _________________ _________________ __
case_0118 | route_id_only | gold=computer_use | pred=reasoning | success=0 | raw=Reasoning: The hidden capability label is "coding" because
case_0118 | natural_metadata | gold=computer_use | pred=reasoning | success=0 | raw=Reasoning: The response involves using a browser or computer UI
case_0118 | forced_route_metadata | gold=computer_use | pred=reasoning | success=0 | raw=For example, "reasoning" if reasoning_route is returned
case_0119 | transcript_only | gold=policy_edge | pred=invalid | success=0 | raw=Label: _________________  Label: _________________  Label:
case_0119 | route_id_only | gold=policy_edge | pred=reasoning | success=0 | raw=Valid labels: reasoning, coding, tool_use, computer_use
case_0119 | natural_metadata | gold=policy_edge | pred=invalid | success=0 | raw=Label: _________________  Label: _________________  Label:
case_0119 | forced_route_metadata | gold=policy_edge | pred=reasoning | success=0 | raw=For example, "reasoning" if reasoning_route is returned
case_0120 | transcript_only | gold=domain_expert | pred=reasoning | success=0 | raw=Infer the hidden capability label.  Valid labels: reasoning,
case_0120 | route_id_only | gold=domain_expert | pred=reasoning | success=0 | raw=Expert capability label: _________________  1. Reasoning
case_0120 | natural_metadata | gold=domain_expert | pred=domain_expert | success=1 | raw=Expert capability label: ____  Expert capability label: ____
case_0120 | forced_route_metadata | gold=domain_expert | pred=reasoning | success=0 | raw=For example, "reasoning" if reasoning_route is returned
